Unnamed: 0,junction,node,x,y,latitude,longitude,stream_order,receiver_junction,geometry,node.1,row,col,latitude.1,longitude.1,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,dist,sinuosity,gradient,Junction Index,most_common_rocktype_id,RCS_D,LE,ksn_bin,ksn_bin_label,ksn_bin_midpoint
309,1535,133235799,548902.5,6080142.5,54.8659674,-2.23805279,1,1536,POINT (-2.23805279 54.8659674),133235799,6667,10056,54.8659674,-2.23805279,10.024,289.41,70204.0,1308800.0,23.362,54.993,28,1,289.17,0.0,1.0539303728279354,0.0754392266866319,1535,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
310,1536,133278640,548887.5,6080132.5,54.865879,-2.23828818,2,1537,POINT (-2.23828818 54.865879),133278640,6669,10053,54.865879,-2.23828818,9.99,288.05,70185.0,4125500.0,41.301,-124.46,23,1,288.13,0.0,1.1284425660036697,0.0587605875935887,1536,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
311,1537,133471381,548522.5,6080087.5,54.8655102,-2.24398222,3,1538,POINT (-2.24398222 54.8655102),133471381,6678,9980,54.8655102,-2.24398222,9.5578,266.44,69770.0,41039000.0,38.088,-98.721,8,1,265.32,0.0,1.1711779031886256,0.0208441781579404,1537,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
312,1538,132935749,547962.5,6080212.5,54.8666874,-2.25268585,3,1523,POINT (-2.25268585 54.8666874),132935749,6653,9868,54.8666874,-2.25268585,9.3063,254.48,69098.0,48136000.0,28.481,-10.547,8,1,254.51,0.0,1.2357249958838654,0.0120507385368831,1538,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
313,1539,133257873,552162.5,6080137.5,54.8655932,-2.18726532,1,1540,POINT (-2.18726532 54.8655932),133257873,6668,10708,54.8655932,-2.18726532,12.61,371.59,45949.0,2019400.0,24.465,63.298,584,9,371.81,0.0,1.1154442784394665,0.0424882866060123,1539,722.0,MUDSTONE,0.619047619,5,24–28,26.1535
314,1540,133043687,552247.5,6080187.5,54.8660336,-2.18593205,2,1454,POINT (-2.18593205 54.8660336),133043687,6658,10725,54.8660336,-2.18593205,12.451,367.4,45839.0,3458300.0,16.055,167.12,583,9,367.02,0.0,1.264672704045854,0.0457212515742777,1540,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,3,15–20,17.142
315,1545,133690626,573382.5,6080037.5,54.8620329,-1.85672835,1,1435,POINT (-1.85672835 54.8620329),133690626,6688,14952,54.8620329,-1.85672835,4.9916,148.37,23783.0,1451100.0,58.882,-142.64,530,7,151.28,0.0,1.045062044930672,0.1058193714605193,1545,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,8,43–129,85.96499999999999
316,1552,134011563,570837.5,6079962.5,54.8617257,-1.89638856,1,1434,POINT (-1.89638856 54.8617257),134011563,6703,14443,54.8617257,-1.89638856,6.8651,180.49,25961.0,1614400.0,34.586,-54.634,529,7,182.8,0.0,1.1678059584095135,0.0491434669167937,1552,722.0,MUDSTONE,0.619047619,7,34–43,38.533500000000004
318,1554,134415101,552407.5,6079867.5,54.8631415,-2.18349747,1,1540,POINT (-2.18349747 54.8631415),134415101,6722,10757,54.8631415,-2.18349747,13.259,377.26,46300.0,1260900.0,16.021,167.52,583,9,379.94,0.0,1.2885341720342538,0.0275595378226849,1554,722.0,MUDSTONE,0.619047619,3,15–20,17.142
319,1558,134888930,562967.5,6079757.5,54.8609358,-2.01902253,1,1559,POINT (-2.01902253 54.8609358),134888930,6744,12869,54.8609358,-2.01902253,12.646,220.56,54885.0,1415600.0,0.037471,220.08,508,7,220.56,0.0,1.298740366942016,7.03924318126114e-05,1558,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,0,0–6,3.11475
320,1559,135468106,562717.5,6079622.5,54.8597542,-2.022946,3,1422,POINT (-2.022946 54.8597542),135468106,6771,12819,54.8597542,-2.022946,12.04,220.54,54516.0,59121000.0,0.27104,217.28,495,7,220.54,0.0,1.394364036210952,8.802803258904522e-05,1559,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,0,0–6,3.11475
321,1560,135166986,559022.5,6079692.5,54.8608326,-2.0804863,1,1561,POINT (-2.0804863 54.8608326),135166986,6757,12080,54.8608326,-2.0804863,16.626,340.28,60508.0,1253900.0,31.287,-176.42,502,7,343.74,0.0,1.1843803636371553,0.046216147148001,1560,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
322,1561,141650552,560697.5,6078187.5,54.8471092,-2.05471159,3,1562,POINT (-2.05471159 54.8471092),141650552,7058,12415,54.8471092,-2.05471159,13.149,236.21,57841.0,50097000.0,15.004,39.367,495,7,236.66,0.0,1.2335500740103804,0.0071271782053933,1561,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,3,15–20,17.142
323,1562,139166834,561837.5,6078762.5,54.8521363,-2.0368372,3,1563,POINT (-2.0368372 54.8521363),139166834,6943,12643,54.8521363,-2.0368372,12.612,227.11,56266.0,54523000.0,19.112,-13.673,495,7,227.36,0.0,1.3057986188499706,0.0073638070967589,1562,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,3,15–20,17.142
324,1563,136735016,562407.5,6079327.5,54.8571423,-2.02783837,3,1559,POINT (-2.02783837 54.8571423),136735016,6830,12757,54.8571423,-2.02783837,12.267,221.2,55218.0,57055000.0,15.308,33.45,495,7,221.24,0.0,1.6404511158462567,0.0015423044678896,1563,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,3,15–20,17.142
325,1564,135359617,556777.5,6079647.5,54.8606879,-2.11546535,1,1565,POINT (-2.11546535 54.8606879),135359617,6766,11631,54.8606879,-2.11546535,9.3706,280.24,41923.0,1288700.0,36.609,-63.365,594,9,279.69,0.0,1.125590730423542,0.0704098064202709,1564,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
326,1565,133944410,556527.5,6079977.5,54.8636815,-2.11929496,2,1475,POINT (-2.11929496 54.8636815),133944410,6700,11581,54.8636815,-2.11929496,8.6057,251.09,41457.0,13180000.0,40.6,-97.971,582,9,251.42,0.0,1.2920761363360505,0.0245958081366185,1565,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
327,1566,135664490,578752.5,6079577.5,54.8570838,-1.77321186,1,1567,POINT (-1.77321186 54.8570838),135664490,6780,16026,54.8570838,-1.77321186,14.606,191.52,71445.0,1269200.0,24.026,-160.85,563,8,190.08,0.0,1.1686696711709983,0.0441933909266343,1566,555.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,4,20–24,21.8765
328,1567,138696111,578647.5,6078872.5,54.8507661,-1.77503908,2,1568,POINT (-1.77503908 54.8507661),138696111,6921,16005,54.8507661,-1.77503908,13.346,160.02,70612.0,4179800.0,26.103,-190.19,562,8,158.2,0.0,1.1701341386004949,0.0148431464144789,1567,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,5,24–28,26.1535
329,1568,149449887,580192.5,6076392.5,54.8282394,-1.75166945,3,1569,POINT (-1.75166945 54.8282394),149449887,7417,16314,54.8282394,-1.75166945,10.374,116.65,67193.0,32352000.0,13.3,-21.467,554,8,116.5,0.0,1.1744391823317668,0.0080620646958166,1568,833.0,SANDSTONE,0.552380952,2,11–15,12.7015
330,1569,150059408,580522.5,6076252.5,54.8269287,-1.74657277,3,1570,POINT (-1.74657277 54.8269287),150059408,7445,16380,54.8269287,-1.74657277,10.198,113.76,66772.0,35514000.0,13.316,-21.634,554,8,114.17,0.0,1.1136495417351897,0.0044545981669407,1569,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,2,11–15,12.7015
331,1570,152281125,580777.5,6075742.5,54.8223055,-1.74274684,3,1571,POINT (-1.74274684 54.8223055),152281125,7547,16431,54.8223055,-1.74274684,9.9447,111.22,66137.0,38136000.0,10.517,6.5636,554,8,111.15,0.0,1.536163142107675,0.005855136589468,1570,833.0,SANDSTONE,0.552380952,1,6–11,8.492999999999999
332,1571,156824666,581697.5,6074702.5,54.8128126,-1.72872501,4,1572,POINT (-1.72872501 54.8128126),156824666,7755,16615,54.8128126,-1.72872501,9.1275,103.09,64004.0,86520000.0,8.2777,27.955,548,8,103.51,0.0,1.3862621554410484,0.0041144865845046,1571,833.0,SANDSTONE,0.552380952,1,6–11,8.492999999999999
333,1572,161681850,584242.5,6073592.5,54.8024188,-1.68945706,4,1573,POINT (-1.68945706 54.8024188),161681850,7977,17124,54.8024188,-1.68945706,8.1116,91.666,60155.0,97757000.0,7.5972,30.449,548,8,92.075,0.0,1.522954080904069,0.0043196957729713,1572,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,1,6–11,8.492999999999999
334,1573,161857331,585887.5,6073552.5,54.8017804,-1.66388566,4,1574,POINT (-1.66388566 54.8017804),161857331,7985,17453,54.8017804,-1.66388566,7.4797,84.558,57649.0,102510000.0,15.919,-33.645,548,8,85.423,0.0,1.509437334572526,0.0036426919244289,1573,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,3,15–20,17.142
335,1574,162601573,586667.5,6073382.5,54.8001189,-1.6518061,4,1575,POINT (-1.6518061 54.8001189),162601573,8019,17609,54.8001189,-1.6518061,7.181,81.65,56444.0,107970000.0,7.7991,25.466,548,8,81.471,0.0,1.5889396903030897,0.005095800570362,1574,555.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,1,6–11,8.492999999999999
336,1575,163061168,587392.5,6073277.5,54.7990498,-1.64056323,4,1576,POINT (-1.64056323 54.7990498),163061168,8040,17754,54.7990498,-1.64056323,6.8989,77.917,55280.0,109720000.0,17.826,-45.276,548,8,77.703,0.0,1.6543824039343231,0.0044601755122461,1575,842.0,SANDSTONE,0.552380952,3,15–20,17.142
337,1576,165556353,588467.5,6072707.5,54.7937404,-1.62402034,4,1577,POINT (-1.62402034 54.7937404),165556353,8154,17969,54.7937404,-1.62402034,6.4178,72.49,53267.0,115680000.0,7.9027,21.766,548,8,72.484,0.0,1.5947628480580232,0.0040480333001239,1576,842.0,SANDSTONE,0.552380952,1,6–11,8.492999999999999
339,1598,135871269,539212.5,6079527.5,54.8612941,-2.38910497,1,1599,POINT (-2.38910497 54.8612941),135871269,6790,8118,54.8612941,-2.38910497,12.653,385.28,70401.0,1273600.0,38.868,-108.19,27,1,383.61,0.0,1.1871488012194489,0.0753999914288028,1598,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
340,1599,135849985,540147.5,6079532.5,54.8612649,-2.37453878,2,1600,POINT (-2.37453878 54.8612649),135849985,6789,8305,54.8612649,-2.37453878,10.87,314.78,69291.0,5276300.0,45.116,-174.42,26,1,316.01,0.0,1.1922072251078124,0.0362882152255255,1599,262.0,LIMESTONE,0.552380952,8,43–129,85.96499999999999
341,1600,133277304,542207.5,6080132.5,54.8664871,-2.34236043,3,1530,POINT (-2.34236043 54.8664871),133277304,6669,8717,54.8664871,-2.34236043,8.7504,236.92,66733.0,40942000.0,28.934,-15.961,14,1,237.23,0.0,1.199971934560747,0.0122147432182744,1600,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,6,28–34,31.032500000000002
342,1601,135874287,554302.5,6079527.5,54.8598843,-2.15404108,1,1602,POINT (-2.15404108 54.8598843),135874287,6790,11136,54.8598843,-2.15404108,12.168,331.33,44260.0,1259700.0,20.311,87.279,586,9,334.42,0.0,1.2190664892841765,0.0358763317362707,1601,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
343,1602,135230754,556107.5,6079677.5,54.8610331,-2.12589607,2,1565,POINT (-2.12589607 54.8610331),135230754,6760,11497,54.8610331,-2.12589607,9.011,266.35,42052.0,10502000.0,35.563,-54.549,582,9,265.91,0.0,1.1527890842095412,0.0295656494538447,1602,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
344,1605,136240847,561922.5,6079442.5,54.8582358,-2.03536767,1,1563,POINT (-2.03536767 54.8582358),136240847,6807,12660,54.8582358,-2.03536767,13.225,253.86,55788.0,1391200.0,33.521,-188.93,507,7,254.37,0.0,1.143550518467541,0.0655234384792103,1605,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
345,1608,136521237,567787.5,6079377.5,54.8568918,-1.94403413,1,1429,POINT (-1.94403413 54.8568918),136521237,6820,13833,54.8568918,-1.94403413,8.1677,195.8,37202.0,1505200.0,9.3693,120.9,518,7,197.42,0.0,2.064088729377937,0.0306802293627382,1608,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,1,6–11,8.492999999999999
346,1609,136566268,578117.5,6079367.5,54.8552965,-1.78315806,1,1567,POINT (-1.78315806 54.8552965),136566268,6822,15899,54.8552965,-1.78315806,14.718,194.61,71460.0,1250900.0,25.907,-187.55,562,8,193.74,0.0,1.1693215254052705,0.0476967353346324,1609,555.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,5,24–28,26.1535
347,1619,137807553,549612.5,6079077.5,54.8563276,-2.22717446,1,1536,POINT (-2.22717446 54.8563276),137807553,6880,10198,54.8563276,-2.22717446,12.148,360.84,71719.0,1410000.0,30.794,-14.863,23,1,359.23,0.0,1.1983460769373206,0.0568628493743595,1619,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
348,1627,138580983,541632.5,6078897.5,54.8554375,-2.35149703,1,1628,POINT (-2.35149703 54.8554375),138580983,6916,8602,54.8554375,-2.35149703,10.404,276.37,68564.0,1263200.0,18.909,80.174,30,1,276.9,0.0,1.1808443693635222,0.0373096572022304,1627,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,3,15–20,17.142
349,1628,137074782,541957.5,6079247.5,54.8585554,-2.34638406,2,1629,POINT (-2.34638406 54.8585554),137074782,6846,8667,54.8585554,-2.34638406,9.4412,258.55,68000.0,12610000.0,30.992,-33.791,19,1,258.81,0.0,1.4075759432127846,0.0262048712832167,1628,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,6,28–34,31.032500000000002
350,1629,135120729,542237.5,6079702.5,54.8626205,-2.34195596,3,1600,POINT (-2.34195596 54.8626205),135120729,6755,8723,54.8626205,-2.34195596,8.9644,244.55,67248.0,32468000.0,29.843,-23.409,14,1,244.11,0.0,1.194770178908497,0.0177011581846055,1629,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,6,28–34,31.032500000000002
351,1630,138754272,546262.5,6078857.5,54.8546715,-2.27938867,1,1631,POINT (-2.27938867 54.8546715),138754272,6924,9528,54.8546715,-2.27938867,12.422,348.54,71863.0,1259400.0,23.541,60.491,22,1,352.92,0.0,1.310871004430355,0.0520848503459342,1630,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
352,1631,138194378,546877.5,6078987.5,54.8557825,-2.26978884,2,1538,POINT (-2.26978884 54.8557825),138194378,6898,9651,54.8557825,-2.26978884,11.012,315.8,71039.0,5530700.0,31.512,-31.1,20,1,315.92,0.0,1.186130332829477,0.0374721854760966,1631,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
353,1632,139288975,525972.5,6078732.5,54.8550122,-2.59543644,1,1633,POINT (-2.59543644 54.8550122),139288975,6949,5470,54.8550122,-2.59543644,13.395,446.37,55576.0,1461200.0,39.362,-78.294,458,6,448.98,0.0,1.19175247958741,0.0697671764091796,1632,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,7,34–43,38.533500000000004
354,1633,140713788,525822.5,6078402.5,54.8520545,-2.59780237,2,1634,POINT (-2.59780237 54.8520545),140713788,7015,5440,54.8520545,-2.59780237,12.743,421.08,55144.0,5208300.0,23.617,122.63,457,6,423.59,0.0,1.26462440871036,0.034276070861163,1633,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
355,1634,140389348,524582.5,6078477.5,54.8527909,-2.61710908,2,1635,POINT (-2.61710908 54.8527909),140389348,7000,5192,54.8527909,-2.61710908,11.356,378.5,53573.0,8416400.0,31.534,20.034,457,6,378.14,0.0,1.229770746069999,0.0345280247220694,1634,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
356,1635,139482241,522092.5,6078687.5,54.8547941,-2.65587582,2,1490,POINT (-2.65587582 54.8547941),139482241,6958,4694,54.8547941,-2.65587582,9.2162,292.22,50500.0,15231000.0,44.982,-122.42,457,6,292.14,0.0,1.1587616226738031,0.0288297954397735,1635,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,8,43–129,85.96499999999999
357,1637,139751994,576767.5,6078627.5,54.8488567,-1.80437863,1,1638,POINT (-1.80437863 54.8488567),139751994,6970,15629,54.8488567,-1.80437863,14.923,199.67,72099.0,1912000.0,20.651,-109.14,561,8,199.05,0.0,1.175990472032557,0.033159699001209,1637,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,4,20–24,21.8765
358,1638,143279548,577432.5,6077812.5,54.8414318,-1.79424245,2,1639,POINT (-1.79424245 54.8414318),143279548,7133,15762,54.8414318,-1.79424245,13.245,164.79,70862.0,4751600.0,21.425,-118.98,561,8,164.79,0.0,1.1670123488769022,0.0184845722248607,1638,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,4,20–24,21.8765
359,1639,148992579,579322.5,6076497.5,54.8293213,-1.76518014,3,1568,POINT (-1.76518014 54.8293213),148992579,7396,16140,54.8293213,-1.76518014,10.849,122.23,68175.0,22742000.0,12.331,-11.864,554,8,121.92,0.0,1.120603783880216,0.006367585655857,1639,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,2,11–15,12.7015
360,1644,140161042,571572.5,6078532.5,54.8487727,-1.88529443,1,1432,POINT (-1.88529443 54.8487727),140161042,6989,14590,54.8487727,-1.88529443,5.3991,146.56,26839.0,1250000.0,59.856,-172.99,527,7,150.18,0.0,1.1888678010350502,0.1116776881185052,1644,722.0,MUDSTONE,0.619047619,8,43–129,85.96499999999999
361,1648,140504210,558632.5,6078452.5,54.8497364,-2.08681301,1,1649,POINT (-2.08681301 54.8497364),140504210,7005,12002,54.8497364,-2.08681301,16.128,310.12,60757.0,1346800.0,26.071,-107.75,501,7,312.74,0.0,1.229111954211085,0.0465173802461029,1648,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,5,24–28,26.1535
362,1649,142885723,559917.5,6077902.5,54.8446423,-2.06691642,3,1650,POINT (-2.06691642 54.8446423),142885723,7115,12259,54.8446423,-2.06691642,13.58,245.1,59039.0,44329000.0,25.322,-98.67,495,7,245.21,0.0,1.5527911722199363,0.0100584904641991,1649,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,5,24–28,26.1535
363,1650,142019154,560412.5,6078102.5,54.8463799,-2.05916722,3,1561,POINT (-2.05916722 54.8463799),142019154,7075,12358,54.8463799,-2.05916722,13.28,239.73,58210.0,46083000.0,16.587,19.519,495,7,239.81,0.0,1.2407304692116146,0.0118356944488478,1650,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,3,15–20,17.142
364,1651,140523264,545842.5,6078447.5,54.8510259,-2.28599534,1,1631,POINT (-2.28599534 54.8510259),140523264,7006,9444,54.8510259,-2.28599534,12.965,363.37,72627.0,1804400.0,20.855,92.412,20,1,362.79,0.0,1.360286701169799,0.0407486387749668,1651,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
365,1652,140565219,539492.5,6078437.5,54.8514773,-2.38489218,1,1599,POINT (-2.38489218 54.8514773),140565219,7008,8174,54.8514773,-2.38489218,13.03,415.77,70796.0,1442100.0,44.339,-155.56,26,1,422.16,0.0,1.179512725122705,0.0791488306379681,1652,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,8,43–129,85.96499999999999
366,1658,141990304,524637.5,6078107.5,54.8494632,-2.616284,1,1634,POINT (-2.616284 54.8494632),141990304,7074,5203,54.8494632,-2.616284,12.091,408.56,53995.0,1250200.0,40.877,-85.332,467,6,408.93,0.0,1.1281446629581753,0.0803602572713809,1658,722.0,MUDSTONE,0.619047619,7,34–43,38.533500000000004
367,1659,141995881,552522.5,6078107.5,54.8473146,-2.18202608,1,1602,POINT (-2.18202608 54.8473146),141995881,7074,10780,54.8473146,-2.18202608,14.799,401.53,47488.0,1253100.0,25.986,17.612,582,9,402.18,0.0,1.388963456944445,0.0345401177538171,1659,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,5,24–28,26.1535
368,1660,142542327,577072.5,6077982.5,54.8430147,-1.79980157,1,1638,POINT (-1.79980157 54.8430147),142542327,7099,15690,54.8430147,-1.79980157,14.031,184.93,71336.0,1371000.0,24.319,-156.03,564,8,185.2,0.0,1.190594051548888,0.0505876881818451,1660,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,5,24–28,26.1535
369,1665,142693259,573147.5,6077947.5,54.8432889,-1.86091802,1,1433,POINT (-1.86091802 54.8432889),142693259,7106,14905,54.8432889,-1.86091802,6.2955,167.28,26951.0,1303200.0,33.72,-43.706,526,7,168.58,0.0,1.108197332401364,0.0579426200815462,1665,722.0,MUDSTONE,0.619047619,6,28–34,31.032500000000002
370,1666,142842432,560272.5,6077912.5,54.8446895,-2.06138681,1,1650,POINT (-2.06138681 54.8446895),142842432,7113,12330,54.8446895,-2.06138681,13.728,242.1,58481.0,1502400.0,3.429,194.05,505,7,241.12,0.0,1.148263852225067,0.0100420122869867,1666,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,0,0–6,3.11475
371,1667,142965698,526122.5,6077882.5,54.847366,-2.59317688,1,1633,POINT (-2.59317688 54.847366),142965698,7119,5500,54.847366,-2.59317688,13.941,452.59,55996.0,1346000.0,23.601,122.85,457,6,451.86,0.0,1.4192117679103993,0.0524875150315219,1667,722.0,MUDSTONE,0.619047619,4,20–24,21.8765
372,1673,143580077,561722.5,6077742.5,54.8429854,-2.03884601,1,1562,POINT (-2.03884601 54.8429854),143580077,7147,12620,54.8429854,-2.03884601,14.489,271.15,57604.0,1330600.0,26.444,-114.39,506,7,268.77,0.0,1.3035061364321294,0.0429046414413086,1673,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,5,24–28,26.1535
373,1677,144179650,522062.5,6077602.5,54.8450451,-2.65642597,1,1635,POINT (-2.65642597 54.8450451),144179650,7175,4688,54.8450451,-2.65642597,11.45,364.54,51924.0,1259000.0,27.431,49.806,472,6,363.89,0.0,1.3119409962794946,0.0666289135189136,1677,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
374,1682,144315433,550317.5,6077572.5,54.8427336,-2.21645577,1,1683,POINT (-2.21645577 54.8427336),144315433,7181,10339,54.8427336,-2.21645577,14.366,446.33,75589.0,1429000.0,23.971,104.24,15,1,448.6,0.0,1.4845259165081426,0.0841053989973908,1682,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,4,20–24,21.8765
375,1683,144011419,548627.5,6077642.5,54.8435296,-2.24275807,2,1684,POINT (-2.24275807 54.8435296),144011419,7167,10001,54.8435296,-2.24275807,10.914,304.07,73078.0,30423000.0,24.694,34.666,8,1,304.17,0.0,1.2428383611808156,0.0119258478833886,1683,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
376,1684,138582292,548177.5,6078897.5,54.8548503,-2.24955565,2,1537,POINT (-2.24955565 54.8548503),138582292,6916,9911,54.8548503,-2.24955565,10.214,288.17,71421.0,35632000.0,30.085,-18.563,8,1,288.73,0.0,1.332524494781028,0.0175383145194377,1684,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
377,1689,144878560,546997.5,6077442.5,54.841888,-2.2681711,1,1684,POINT (-2.2681711 54.841888),144878560,7207,9675,54.841888,-2.2681711,13.555,388.79,73775.0,1455400.0,32.005,-44.202,18,1,389.63,0.0,1.2565751756776582,0.0537113824030101,1689,620.0,"MUDSTONE, SANDSTONE AND LIMESTONE",0.552380952,6,28–34,31.032500000000002
378,1692,145658351,540712.5,6077262.5,54.8408209,-2.36605713,1,1693,POINT (-2.36605713 54.8408209),145658351,7243,8418,54.8408209,-2.36605713,12.226,361.53,70848.0,1314600.0,40.327,-131.72,25,1,361.33,0.0,1.1306243114477847,0.0635630309102543,1692,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,7,34–43,38.533500000000004
379,1693,142882048,541542.5,6077902.5,54.8465038,-2.35304193,2,1628,POINT (-2.35304193 54.8465038),142882048,7115,8584,54.8465038,-2.35304193,10.578,294.91,69663.0,10494000.0,27.868,1.4298,19,1,296.23,0.0,1.18146975782012,0.0258317741397111,1693,140.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
380,1697,146468742,574462.5,6077077.5,54.8352783,-1.84066904,1,1698,POINT (-1.84066904 54.8352783),146468742,7280,15168,54.8352783,-1.84066904,16.336,174.92,74897.0,1425400.0,6.5066,64.825,558,8,171.12,0.0,1.212443336942903,0.0132998555357782,1697,833.0,SANDSTONE,0.552380952,1,6–11,8.492999999999999
381,1698,148861181,575392.5,6076527.5,54.8301976,-1.8263363,2,1699,POINT (-1.8263363 54.8301976),148861181,7390,15354,54.8301976,-1.8263363,14.564,160.55,73587.0,5421400.0,17.4,-94.029,554,8,159.38,0.0,1.4710587228178105,0.0150050794415162,1698,833.0,SANDSTONE,0.552380952,3,15–20,17.142
382,1699,150036747,576052.5,6076257.5,54.827672,-1.81613525,2,1700,POINT (-1.81613525 54.827672),150036747,7444,15486,54.827672,-1.81613525,13.61,149.85,72538.0,8497600.0,10.976,0.93367,554,8,150.31,0.0,1.317262823870111,0.0071261759324119,1699,833.0,SANDSTONE,0.552380952,2,11–15,12.7015
383,1700,149514376,576122.5,6076377.5,54.8287395,-1.81501428,2,1639,POINT (-1.81501428 54.8287395),149514376,7420,15500,54.8287395,-1.81501428,13.47,148.86,72355.0,10029000.0,11.003,0.60151,554,8,148.81,0.0,1.3053325105201172,0.0083160298457298,1700,222.0,"MUDSTONE, SILTSTONE AND SANDSTONE",0.552380952,2,11–15,12.7015
384,1701,147034024,575597.5,6076947.5,54.8339403,-1.82303595,1,1700,POINT (-1.82303595 54.8339403),147034024,7306,15395,54.8339403,-1.82303595,14.909,178.05,73195.0,1251000.0,18.214,-91.773,560,8,179.78,0.0,1.0839612076028646,0.0376676519641995,1701,833.0,SANDSTONE,0.552380952,3,15–20,17.142
385,1711,148641902,567387.5,6076577.5,54.8317874,-1.95091691,1,1712,POINT (-1.95091691 54.8317874),148641902,7380,13753,54.8317874,-1.95091691,9.0736,295.6,32889.0,1346300.0,30.767,17.984,521,7,297.15,0.0,1.140377883241762,0.0606805415668209,1711,722.0,MUDSTONE,0.619047619,6,28–34,31.032500000000002
