Unnamed: 0,junction,node,x,y,latitude,longitude,stream_order,receiver_junction,geometry,node.1,row,col,latitude.1,longitude.1,chi,elevation,flow_distance,drainage_area,m_chi,b_chi,source_key,basin_key,segmented_elevation,dist,sinuosity,gradient,Junction Index,most_common_rocktype_id,RCS_D,LE,ksn_bin,ksn_bin_label,ksn_bin_midpoint
0,303,17035626,525157.5,6108312.5,55.1208665,-2.60553295,1,304,POINT (-2.60553295 55.1208665),17035626,1033,5307,55.1208665,-2.60553295,24.568,399.89,99482.0,1250100.0,26.869,-260.48,414,6,399.65,0.0,1.2143376184687866,0.0450508635423186,303,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
1,304,20323241,525907.5,6107467.5,55.1132346,-2.59385039,2,305,POINT (-2.59385039 55.1132346),20323241,1202,5457,55.1132346,-2.59385039,22.53,348.99,98110.0,3974000.0,20.083,-103.11,414,6,349.38,0.0,1.5295323941896113,0.0334375030981481,304,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
2,305,26518767,526587.5,6105882.5,55.0989558,-2.58333861,3,306,POINT (-2.58333861 55.0989558),26518767,1519,5593,55.0989558,-2.58333861,19.887,291.32,95472.0,12434000.0,10.91,74.384,413,6,291.36,0.0,1.3135058440131508,0.0095009464304748,305,650.0,SANDSTONE AND MUDSTONE,0.552380952,2,11–15,12.7015
3,306,27836136,526842.5,6105547.5,55.0959317,-2.57937415,3,307,POINT (-2.57937415 55.0959317),27836136,1586,5644,55.0959317,-2.57937415,19.533,287.32,94919.0,13839000.0,10.898,74.628,413,6,287.5,0.0,1.7012098682921049,0.0102881488320191,306,650.0,SANDSTONE AND MUDSTONE,0.552380952,2,11–15,12.7015
4,307,27285279,527212.5,6105687.5,55.0971696,-2.57356298,3,308,POINT (-2.57356298 55.0971696),27285279,1558,5718,55.0971696,-2.57356298,19.122,283.25,94246.0,16520000.0,10.898,74.638,413,6,283.03,0.0,1.3797627853070444,0.007648070357081,307,650.0,SANDSTONE AND MUDSTONE,0.552380952,2,11–15,12.7015
5,308,33964343,528502.5,6104002.5,55.0819558,-2.55351727,3,309,POINT (-2.55351727 55.0819558),33964343,1895,5976,55.0819558,-2.55351727,17.525,267.02,91318.0,30443000.0,1.8318,234.91,413,6,267.01,0.0,1.7254583784924191,0.0009165781559056,308,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
6,309,32889029,529332.5,6104272.5,55.0843336,-2.54048823,3,310,POINT (-2.54048823 55.0843336),32889029,1841,6142,55.0843336,-2.54048823,16.882,266.22,89812.0,34680000.0,1.1089,247.54,413,6,266.26,0.0,1.692916002988942,0.0017101283336195,309,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,0,0–6,3.11475
7,310,30703706,531047.5,6104822.5,55.0891716,-2.51356276,3,311,POINT (-2.51356276 55.0891716),30703706,1731,6485,55.0891716,-2.51356276,15.665,263.14,86763.0,39783000.0,5.2318,181.41,413,6,263.36,0.0,1.4747027935501806,0.0028499116307602,310,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,0,0–6,3.11475
8,311,31855539,532197.5,6104532.5,55.0864924,-2.49557868,3,312,POINT (-2.49557868 55.0864924),31855539,1789,6715,55.0864924,-2.49557868,15.005,259.76,85014.0,42846000.0,4.6962,189.28,413,6,259.74,0.0,1.54413366002034,0.0026271233310753,311,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,0,0–6,3.11475
9,312,33407110,532797.5,6104142.5,55.0829486,-2.48622414,3,313,POINT (-2.48622414 55.0829486),33407110,1867,6835,55.0829486,-2.48622414,14.602,257.88,83909.0,50822000.0,6.7665,159.07,413,6,257.87,0.0,1.8254491817752323,0.0096183222193722,312,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
10,313,44540289,531802.5,6101362.5,55.0580323,-2.50212049,3,314,POINT (-2.50212049 55.0580323),44540289,2423,6636,55.0580323,-2.50212049,12.792,229.48,78519.0,70522000.0,13.331,59.303,413,6,229.83,0.0,1.0986195678286264,0.0032958587034858,313,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
11,314,45566578,532022.5,6101107.5,55.0557268,-2.49870509,3,315,POINT (-2.49870509 55.0557268),45566578,2474,6680,55.0557268,-2.49870509,12.684,228.37,78149.0,72606000.0,13.35,59.051,413,6,228.38,0.0,1.0536073725896289,0.0047036043419179,314,705.0,SANDSTONE,0.552380952,2,11–15,12.7015
12,315,45848656,532102.5,6101037.5,55.0550926,-2.49746066,3,316,POINT (-2.49746066 55.0550926),45848656,2488,6696,55.0550926,-2.49746066,12.651,227.87,78037.0,74736000.0,13.378,58.694,413,6,227.94,0.0,1.6121898593997537,0.0111520403651873,315,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
13,316,50691723,532997.5,6099842.5,55.0442957,-2.48358896,3,317,POINT (-2.48358896 55.0442957),50691723,2727,6875,55.0442957,-2.48358896,11.964,211.22,75630.0,78625000.0,17.035,7.4982,413,6,211.3,0.0,1.0752147037057271,0.004802222974416,316,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,3,15–20,17.142
14,317,51991862,533082.5,6099522.5,55.0414145,-2.48229586,3,318,POINT (-2.48229586 55.0414145),51991862,2791,6892,55.0414145,-2.48229586,11.864,209.63,75274.0,81516000.0,17.055,7.2659,413,6,209.61,0.0,1.296156094216625,0.0040565547450059,317,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,3,15–20,17.142
15,318,55022192,531272.5,6098777.5,55.0348371,-2.51070074,3,319,POINT (-2.51070074 55.0348371),55022192,2940,6530,55.0348371,-2.51070074,11.17,201.69,72737.0,88129000.0,11.444,74.466,413,6,202.3,0.0,1.444904976119745,0.0039832038155868,318,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
16,319,56409921,530192.5,6098437.5,55.0318486,-2.52763405,3,320,POINT (-2.52763405 55.0318486),56409921,3008,6314,55.0318486,-2.52763405,10.736,197.18,71101.0,92059000.0,10.149,88.333,413,6,197.29,0.0,1.5272038601693054,0.0055389154676999,319,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
17,320,61033884,528697.5,6097307.5,55.0217828,-2.5511362,3,321,POINT (-2.5511362 55.0217828),61033884,3234,6015,55.0217828,-2.5511362,9.9931,186.8,68239.0,98746000.0,32.249,-135.11,413,6,187.15,0.0,1.7896237070380006,0.0216309390861266,320,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,6,28–34,31.032500000000002
18,321,68068014,527482.5,6095582.5,55.0063503,-2.57030545,3,322,POINT (-2.57030545 55.0063503),68068014,3579,5772,55.0063503,-2.57030545,9.0461,141.16,64463.0,103390000.0,49.462,-306.12,413,6,141.32,0.0,1.5015066518882842,0.0155946589538698,321,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,8,43–129,85.96499999999999
19,322,74787250,527217.5,6093947.5,54.9916725,-2.57460412,3,323,POINT (-2.57460412 54.9916725),74787250,3906,5719,54.9916725,-2.57460412,8.4335,115.33,61976.0,113610000.0,24.974,-95.262,413,6,115.35,0.0,1.3950940322668233,0.0096373011580423,322,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
20,323,74849728,526742.5,6093932.5,54.9915634,-2.58202931,3,324,POINT (-2.58202931 54.9915634),74849728,3909,5624,54.9915634,-2.58202931,8.2766,110.75,61313.0,116080000.0,24.737,-93.285,413,6,111.45,0.0,1.2567375886524823,0.006950354609929,323,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
21,324,74849587,526037.5,6093932.5,54.9916008,-2.59304776,3,325,POINT (-2.59304776 54.9916008),74849587,3909,5483,54.9916008,-2.59304776,8.0685,105.85,60427.0,119720000.0,23.238,-81.517,413,6,105.98,0.0,1.8136062017273904,0.0095634243968412,324,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
22,325,80946637,523217.5,6092477.5,54.9786652,-2.63723974,3,326,POINT (-2.63723974 54.9786652),80946637,4200,4919,54.9786652,-2.63723974,6.7451,75.503,54672.0,127440000.0,57.578,-313.4,413,6,74.971,0.0,1.4371571288739788,0.0124269009722453,325,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,8,43–129,85.96499999999999
23,326,84634090,522047.5,6091597.5,54.9708104,-2.65558763,3,327,POINT (-2.65558763 54.9708104),84634090,4376,4685,54.9708104,-2.65558763,6.2724,57.31,52568.0,130970000.0,25.424,-102.25,413,6,57.218,0.0,1.5038737822939356,0.0055098916855228,326,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,5,24–28,26.1535
24,327,86036052,521182.5,6091262.5,54.9678375,-2.66912461,3,328,POINT (-2.66912461 54.9678375),86036052,4443,4512,54.9678375,-2.66912461,5.9627,52.199,51173.0,136410000.0,7.841,5.5717,413,6,52.325,0.0,1.649898464278321,0.0046923717791401,327,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
25,328,86600775,520267.5,6091127.5,54.9666624,-2.68342641,3,329,POINT (-2.68342641 54.9666624),86600775,4470,4329,54.9666624,-2.68342641,5.6299,47.859,49647.0,138850000.0,11.458,-16.379,413,6,48.126,0.0,2.1146387557074062,0.0064362455649066,328,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
26,329,88103084,519697.5,6090772.5,54.9634951,-2.69235391,3,330,POINT (-2.69235391 54.9634951),88103084,4541,4215,54.9634951,-2.69235391,5.3226,43.537,48227.0,147960000.0,10.398,-11.365,413,6,43.979,0.0,1.2230700420944225,0.0004122708007059,329,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
27,330,88527981,519272.5,6090672.5,54.962613,-2.6989984,3,331,POINT (-2.6989984 54.962613),88527981,4561,4130,54.962613,-2.6989984,5.2101,43.357,47693.0,161190000.0,12.336,-20.5,413,6,43.771,0.0,1.2038070669185694,0.0009974973699258,330,703.0,SANDSTONE,0.628571429,2,11–15,12.7015
28,331,88804347,518777.5,6090607.5,54.9620478,-2.70673354,3,332,POINT (-2.70673354 54.9620478),88804347,4574,4031,54.9620478,-2.70673354,5.0885,42.859,47092.0,166340000.0,12.453,-21.098,413,6,42.27,0.0,1.8694571129189823,0.0043283826848664,331,703.0,SANDSTONE,0.628571429,2,11–15,12.7015
29,332,88761345,516402.5,6090617.5,54.9622215,-2.74382521,4,333,POINT (-2.74382521 54.9622215),88761345,4572,3556,54.9622215,-2.74382521,4.2061,32.579,42652.0,213430000.0,2.8303,20.716,413,6,32.62,0.0,1.769316205237773,0.0010116554478329,332,903.0,SANDSTONE,0.638095238,0,0–6,3.11475
30,333,91735956,515797.5,6089917.5,54.9559505,-2.75331256,4,334,POINT (-2.75331256 54.9559505),91735956,4712,3435,54.9559505,-2.75331256,3.9141,31.643,41015.0,215970000.0,1.8062,24.713,413,6,31.783,0.0,1.3302324673096255,0.0001453381594808,333,903.0,SANDSTONE,0.638095238,0,0–6,3.11475
31,334,92561960,514917.5,6089722.5,54.9542253,-2.76706429,4,335,POINT (-2.76706429 54.9542253),92561960,4751,3259,54.9542253,-2.76706429,3.701,31.512,39816.0,251160000.0,1.6555,25.254,413,6,31.381,0.0,1.402260696415031,0.0036790892482257,334,903.0,SANDSTONE,0.638095238,0,0–6,3.11475
32,335,95925222,514747.5,6088927.5,54.9470861,-2.76975964,4,336,POINT (-2.76975964 54.9470861),95925222,4910,3225,54.9470861,-2.76975964,3.512,28.521,38676.0,253490000.0,6.1533,6.786,413,6,28.396,0.0,1.2830023185105768,0.0011914983595272,335,903.0,SANDSTONE,0.638095238,0,0–6,3.11475
33,336,97782944,514482.5,6088487.5,54.9431399,-2.77391902,4,337,POINT (-2.77391902 54.9431399),97782944,4998,3172,54.9431399,-2.77391902,3.4032,27.909,38017.0,254850000.0,9.9839,-6.2607,413,6,27.716,0.0,1.285145103925751,0.0003159015897918,336,903.0,SANDSTONE,0.638095238,1,6–11,8.492999999999999
34,337,98332886,514432.5,6088357.5,54.9419731,-2.77470608,4,338,POINT (-2.77470608 54.9419731),98332886,5024,3162,54.9419731,-2.77470608,3.3735,27.865,37838.0,261340000.0,10.001,-6.3152,413,6,27.423,0.0,1.872765410388382,0.0033538044548153,337,903.0,SANDSTONE,0.638095238,1,6–11,8.492999999999999
35,338,103835304,513507.5,6087057.5,54.9303166,-2.78920649,4,339,POINT (-2.78920649 54.9303166),103835304,5284,2977,54.9303166,-2.78920649,2.8874,22.514,34850.0,265010000.0,10.794,-8.5954,413,6,22.57,0.0,2.2926615136275057,0.0016370801984562,338,903.0,SANDSTONE,0.638095238,2,11–15,12.7015
36,339,105439181,513132.5,6086677.5,54.9269117,-2.79507593,4,340,POINT (-2.79507593 54.9269117),105439181,5360,2902,54.9269117,-2.79507593,2.6891,21.64,33626.0,328430000.0,7.7808,0.62584,413,6,21.549,0.0,1.286713943207422,0.0038875835961835,339,903.0,SANDSTONE,0.638095238,1,6–11,8.492999999999999
37,340,108196844,513167.5,6086022.5,54.9210247,-2.79455977,4,341,POINT (-2.79455977 54.9210247),108196844,5491,2909,54.9210247,-2.79455977,2.565,19.09,32782.0,330110000.0,14.72,-18.362,413,6,19.395,0.0,1.2649110640673518,0.0019527064551539,340,903.0,SANDSTONE,0.638095238,3,15–20,17.142
39,379,19856042,526007.5,6107587.5,55.1143077,-2.59227176,1,304,POINT (-2.59227176 55.1143077),19856042,1178,5477,55.1143077,-2.59227176,22.863,354.64,98296.0,1252000.0,16.183,-15.034,416,6,354.94,0.0,1.1907429833759329,0.0361704185810429,379,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,3,15–20,17.142
40,399,22604171,526857.5,6106882.5,55.1079273,-2.57901304,1,307,POINT (-2.57901304 55.1079273),22604171,1319,5647,55.1079273,-2.57901304,21.54,338.57,95941.0,1350400.0,20.02,-90.898,418,6,340.33,0.0,1.359681563168012,0.0443761557961383,399,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
41,415,23854036,524552.5,6106562.5,55.1051712,-2.61517022,1,416,POINT (-2.61517022 55.1051712),23854036,1383,5186,55.1051712,-2.61517022,22.929,349.56,98407.0,1390800.0,29.533,-327.95,415,6,349.21,0.0,1.1191621695095586,0.0546957538398358,415,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,6,28–34,31.032500000000002
42,416,25380700,524912.5,6106172.5,55.1016487,-2.60956198,2,305,POINT (-2.60956198 55.1016487),25380700,1461,5258,55.1016487,-2.60956198,21.943,320.53,97813.0,4917000.0,15.526,-20.19,413,6,320.51,0.0,1.3771243457101356,0.0171831704990145,416,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,3,15–20,17.142
43,433,26165846,528577.5,6105972.5,55.0996539,-2.55214466,1,309,POINT (-2.55214466 55.0996539),26165846,1501,5991,55.0996539,-2.55214466,20.198,321.71,92166.0,1458400.0,20.873,-98.985,423,6,322.62,0.0,1.2655136682287027,0.0298315010407861,433,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
44,438,26814741,533467.5,6105807.5,55.0978654,-2.47553323,1,439,POINT (-2.47553323 55.0978654),26814741,1534,6969,55.0978654,-2.47553323,17.915,289.78,86420.0,1283600.0,13.284,52.193,427,6,290.19,0.0,1.2327523276926142,0.0214336567263427,438,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
45,439,31319088,533152.5,6104667.5,55.0876426,-2.48060215,2,440,POINT (-2.48060215 55.0876426),31319088,1762,6906,55.0876426,-2.48060215,15.562,264.43,84962.0,4605300.0,6.5754,161.91,426,6,264.23,0.0,1.4954084841414776,0.009667582192399,439,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
46,440,32511725,532987.5,6104367.5,55.0849578,-2.48322184,2,312,POINT (-2.48322184 55.0849578),32511725,1822,6873,55.0849578,-2.48322184,15.051,261.12,84450.0,6919200.0,6.5855,161.75,426,6,260.87,0.0,1.8370674865474377,0.0110020307881954,440,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
47,441,26912379,530407.5,6105782.5,55.0978378,-2.523487,1,310,POINT (-2.523487 55.0978378),26912379,1539,6357,55.0978378,-2.523487,19.664,300.11,89581.0,1291300.0,9.1185,119.21,425,6,298.51,0.0,2.442414301504212,0.032042603522573,441,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
48,444,27205869,523477.5,6105707.5,55.0975402,-2.63208968,1,416,POINT (-2.63208968 55.0975402),27205869,1554,4971,55.0975402,-2.63208968,24.503,364.08,99692.0,1308100.0,17.904,-70.78,413,6,367.91,0.0,1.2456416801841117,0.0288705136625961,444,650.0,SANDSTONE AND MUDSTONE,0.552380952,3,15–20,17.142
49,457,27973932,526762.5,6105512.5,55.0956216,-2.58063102,1,306,POINT (-2.58063102 55.0956216),27973932,1593,5628,55.0956216,-2.58063102,19.723,288.23,95025.0,1250900.0,5.9784,170.56,421,6,288.47,0.0,1.2139084687454005,0.0104212896845126,457,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
50,465,29754314,534372.5,6105062.5,55.0911091,-2.46144173,1,439,POINT (-2.46144173 55.0911091),29754314,1683,7150,55.0911091,-2.46144173,17.754,282.76,86491.0,1742300.0,9.7113,113.13,426,6,285.55,0.0,1.1923409235348994,0.0142940543678186,465,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
51,483,31238127,525767.5,6104687.5,55.0882607,-2.59629695,1,484,POINT (-2.59629695 55.0882607),31238127,1758,5429,55.0882607,-2.59629695,22.394,314.96,95765.0,1250000.0,19.685,-127.6,419,6,313.22,0.0,1.1907661194885055,0.0271714435490105,483,650.0,SANDSTONE AND MUDSTONE,0.552380952,4,20–24,21.8765
52,484,33266716,527362.5,6104177.5,55.0835925,-2.57135763,2,308,POINT (-2.57135763 55.0835925),33266716,1860,5748,55.0835925,-2.57135763,19.268,269.46,93771.0,8203800.0,4.1638,189.05,417,6,269.28,0.0,2.126840860898138,0.0021155693846683,484,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
53,516,33865241,531562.5,6104027.5,55.0819953,-2.50558246,1,311,POINT (-2.50558246 55.0819953),33865241,1890,6588,55.0819953,-2.50558246,16.547,269.04,85940.0,1250900.0,6.0581,170.29,430,6,270.53,0.0,1.1413413527752687,0.0114380645288925,516,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,0,0–6,3.11475
54,517,34065137,533852.5,6103977.5,55.0813951,-2.46971786,1,440,POINT (-2.46971786 55.0813951),34065137,1900,7046,55.0813951,-2.46971786,16.895,282.22,85624.0,1288800.0,10.939,96.841,431,6,281.65,0.0,1.237281279834602,0.0222373381639779,517,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,2,11–15,12.7015
55,519,34283328,526472.5,6103922.5,55.0813493,-2.58532306,1,520,POINT (-2.58532306 55.0813493),34283328,1911,5570,55.0813493,-2.58532306,20.923,283.65,94992.0,1267000.0,10.514,63.293,422,6,283.28,0.0,1.0876500940767044,0.0202279455092539,519,650.0,SANDSTONE AND MUDSTONE,0.552380952,1,6–11,8.492999999999999
56,520,34103703,527067.5,6103967.5,55.0817216,-2.57599872,2,484,POINT (-2.57599872 55.0817216),34103703,1902,5689,55.0817216,-2.57599872,19.783,271.58,94343.0,5805700.0,4.1533,189.25,417,6,271.42,0.0,1.5796223800895248,0.0058545444856465,520,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
57,540,36565419,525197.5,6103352.5,55.0762936,-2.60534511,1,541,POINT (-2.60534511 55.0762936),36565419,2025,5315,55.0762936,-2.60534511,23.944,306.61,97438.0,1251700.0,5.8979,166.48,417,6,307.7,0.0,1.3920231503882177,0.0158895665809817,540,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
58,541,36205068,526677.5,6103442.5,55.077025,-2.5821569,2,520,POINT (-2.5821569 55.077025),36205068,2007,5611,55.077025,-2.5821569,20.873,283.05,95374.0,3894300.0,10.483,63.8,417,6,282.62,0.0,1.576436013792459,0.0175380417829287,541,650.0,SANDSTONE AND MUDSTONE,0.552380952,1,6–11,8.492999999999999
59,542,37046556,526517.5,6103232.5,55.0751465,-2.58468242,1,541,POINT (-2.58468242 55.0751465),37046556,2049,5579,55.0751465,-2.58468242,21.409,296.79,95675.0,1250200.0,25.056,-239.2,420,6,297.23,0.0,1.1401187987132482,0.0520439611106978,542,650.0,SANDSTONE AND MUDSTONE,0.552380952,5,24–28,26.1535
60,598,42953929,533117.5,6101757.5,55.0614959,-2.48148874,1,314,POINT (-2.48148874 55.0614959),42953929,2344,6899,55.0614959,-2.48148874,15.125,251.09,79683.0,1290300.0,3.2491,202.02,433,6,251.16,0.0,1.204657351266457,0.0178421219170625,598,705.0,SANDSTONE,0.552380952,0,0–6,3.11475
61,605,43153732,528642.5,6101707.5,55.0613247,-2.55155498,1,606,POINT (-2.55155498 55.0613247),43153732,2354,6004,55.0613247,-2.55155498,17.258,270.15,83626.0,1251200.0,7.1831,147.1,432,6,271.07,0.0,1.308483917718429,0.0159820611657648,605,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
62,606,43354665,529697.5,6101657.5,55.0608135,-2.53504304,2,313,POINT (-2.53504304 55.0608135),43354665,2364,6215,55.0608135,-2.53504304,15.052,253.27,82244.0,12082000.0,5.6684,168.17,424,6,253.49,0.0,1.7524706800278258,0.0111922892558018,606,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,0,0–6,3.11475
63,611,43454006,524522.5,6101632.5,55.0608712,-2.616065,1,612,POINT (-2.616065 55.0608712),43454006,2369,5180,55.0608712,-2.616065,24.333,301.7,91189.0,1391600.0,6.0336,155.57,424,6,302.39,0.0,1.6946769592905508,0.010812516374065,611,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
64,612,46029247,527812.5,6100992.5,55.0549469,-2.56461929,2,606,POINT (-2.56461929 55.0549469),46029247,2497,5838,55.0549469,-2.56461929,17.546,265.46,85509.0,7427400.0,6.2669,155.29,424,6,265.25,0.0,1.6334292772398378,0.0060984694914406,612,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
65,616,44158783,533687.5,6101457.5,55.0587618,-2.47260027,1,316,POINT (-2.47260027 55.0587618),44158783,2404,7013,55.0587618,-2.47260027,15.214,242.89,77795.0,1264500.0,6.4587,145.18,435,6,243.44,0.0,1.232758011604187,0.0180330005669767,616,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
66,618,44257996,527372.5,6101432.5,55.0589252,-2.57146467,1,619,POINT (-2.57146467 55.0589252),44257996,2409,5750,55.0589252,-2.57146467,18.767,279.16,86300.0,1262800.0,10.761,75.915,428,6,277.86,0.0,1.1717476089485723,0.0289682047767841,618,650.0,SANDSTONE AND MUDSTONE,0.552380952,1,6–11,8.492999999999999
67,619,45646240,527502.5,6101087.5,55.0558178,-2.56946276,2,612,POINT (-2.56946276 55.0558178),45646240,2478,5776,55.0558178,-2.56946276,18.002,268.48,85868.0,2661800.0,10.793,75.34,428,6,269.63,0.0,1.1072391778240338,0.0093143797131716,619,650.0,SANDSTONE AND MUDSTONE,0.552380952,1,6–11,8.492999999999999
68,626,45464927,527217.5,6101132.5,55.0562379,-2.57391985,1,619,POINT (-2.57391985 55.0562379),45464927,2469,5719,55.0562379,-2.57391985,18.584,272.21,86197.0,1251400.0,6.1201,158.36,429,6,272.1,0.0,1.140259703836013,0.0129275644234294,626,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
69,630,46050044,530977.5,6100987.5,55.0547147,-2.51507637,1,315,POINT (-2.51507637 55.0547147),46050044,2498,6471,55.0547147,-2.51507637,14.93,254.24,79461.0,1283700.0,10.087,104.73,434,6,255.33,0.0,1.2645294759181165,0.0234168836235679,630,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
70,638,46613510,523542.5,6100847.5,55.0538645,-2.63147275,1,639,POINT (-2.63147275 55.0538645),46613510,2526,4984,55.0538645,-2.63147275,23.015,280.91,71493.0,1252000.0,5.4027,157.42,442,6,281.76,0.0,1.541557236914994,0.0106658934042405,638,650.0,SANDSTONE AND MUDSTONE,0.552380952,0,0–6,3.11475
71,639,51685491,526652.5,6099597.5,55.0424748,-2.58290784,2,640,POINT (-2.58290784 55.0424748),51685491,2776,5606,55.0424748,-2.58290784,16.398,245.16,66326.0,7239800.0,6.197,143.26,442,6,244.88,0.0,2.491749569761809,0.0261875188092698,639,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,1,6–11,8.492999999999999
72,640,59808090,525632.5,6097607.5,55.024646,-2.59904824,2,641,POINT (-2.59904824 55.024646),59808090,3174,5402,55.024646,-2.59904824,12.263,186.6,60754.0,13050000.0,21.563,-77.488,442,6,186.95,0.0,1.3204935036505712,0.0201668209953495,640,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
73,641,61560961,524712.5,6097177.5,55.0208285,-2.61347598,3,642,POINT (-2.61347598 55.0208285),61560961,3260,5218,55.0208285,-2.61347598,11.431,166.12,59413.0,17732000.0,25.475,-125.35,442,6,165.87,0.0,1.7144542864807308,0.0228243300715532,641,650.0,SANDSTONE AND MUDSTONE,0.552380952,5,24–28,26.1535
74,642,65648618,524172.5,6096172.5,55.0118239,-2.62200679,3,643,POINT (-2.62200679 55.0118239),65648618,3461,5110,55.0118239,-2.62200679,10.384,140.08,57457.0,21402000.0,23.602,-104.66,442,6,140.42,0.0,1.334256784383789,0.0156282364256763,642,30.0,"LIMESTONE, SANDSTONE, SILTSTONE AND MUDSTONE",0.552380952,4,20–24,21.8765
75,643,72104979,521232.5,6094602.5,54.9978496,-2.6680961,3,644,POINT (-2.6680961 54.9978496),72104979,3775,4522,54.9978496,-2.6680961,8.2529,87.992,53010.0,29150000.0,17.679,-58.123,442,6,87.779,0.0,1.2756974655907436,0.0104244397226866,643,650.0,SANDSTONE AND MUDSTONE,0.552380952,3,15–20,17.142
